Code,Short,Name (Eng),Name (Chi),Principal Office,Place Incorporated,Principal Activities,Industry Classification,Currency,Issued Shares,Authorised Shares,Par Value,Board Lot,Listing Date,Remark
00077,AMS TRANSPORT,AMS Public Transport Holdings Ltd.,進智公共交通控股有限公司,11th - 12th FloorAbba Commercial Building223 Aberdeen Main RoadAberdeen Hong Kong,Cayman Islands,Provision of franchised public light bus transportation services in Hong Kong.,Consumer Services - Transportation - Public Transport (HSIC*),HKD,"266,168,000","1,000,000,000",HKD 0.1000,2000,15/4/2004,New
00078,REGAL INT'L,Regal Hotels International Holdings Ltd.,富豪酒店國際控股有限公司,11th Floor68 Yee Wo StreetCauseway BayHong Kong,Bermuda,"Hotel operation and management, hotel ownership through its investment in Regal Real Estate Investment Trust (Regal REIT), asset management of Regal REIT, property development and investment, and other investments.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Hotels & Resorts (HSIC*)",HKD,"924,052,333","2,000,000,000",HKD 0.1000,2000,N/A,New
00079,CENTURY LEGEND,Century Legend (Holdings) Ltd.,世紀建業(集團)有限公司,"Unit 906, 9th FloorAXA Centre151 Gloucester RoadWanchai, Hong Kong",Bermuda,"Health and beauty services, lending and stock broking, and property investments.",Consumer Services - Support Services - Support Services (HSIC*),HKD,"309,705,597","2,000,000,000",HKD 0.2000,4000,8/7/1993,New
00080,CNEWECON FUND,China New Economy Fund Ltd.,中國新經濟投資有限公司,"Room 707, 7/FNew World Tower 116-18 Queen's Road CentralHong Kong",Cayman Islands,"Investing globally in both private and publicly listed enterprises that have demonstrated the ability to manufacture a product or deliver a service that is supported by the economies of mainland China, Hong Kong, Macau and Taiwan.",Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"1,112,616,000","2,000,000,000",HKD 0.1000,100000,6/1/2011,New
00081,CH OVS G OCEANS,China Overseas Grand Oceans Group Ltd.,中國海外宏洋集團有限公司,"Unit 6703, Level 67International Commerce Centre1 Austin Road WestKowloon, Hong Kong",Hong Kong,"Property investment and development, property leasing and investment holding.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"2,282,239,894",N/A,N/A,1000,26/4/1984,New
00082,V1 GROUP,V1 Group Ltd.,第一視頻集團有限公司,Room 3006Gloucester Tower The Landmark11 Pedder StreetCentral Hong Kong,Bermuda,"Tele-media business, lottery-related business and mobile games business in the PRC.",Consumer Services - Media & Entertainment - Broadcasting (HSIC*),HKD,"3,297,925,262","50,000,000,000",HKD 0.0100,2000,25/10/1991,New
00083,SINO LAND,Sino Land Co. Ltd.,信和置業有限公司,12/F Tsim Sha Tsui CentreSalisbury RoadTsimshatsuiKowloon Hong Kong,Hong Kong,"Property rental, property sales, hotel operations, management services, share investment and dealing, and financing.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"6,164,885,263",N/A,N/A,2000,8/4/1981,New
00084,STELUX HOLDINGS,Stelux Holdings International Ltd.,寶光實業(國際)有限公司,27/F Stelux House698 Prince Edward Road EastSan Po KongKowloon Hong Kong,Bermuda,"Retail and trading of watch and optical, and property investment.","Consumer Goods - Textiles, Clothing & Personal Care - Jewellery & Timepieces (HSIC*)",HKD,"1,046,474,025","1,600,000,000",HKD 0.1000,1000,2/10/1972,New
00085,CHINA ELECTRON,China Electronics Corporation Holdings Co. Ltd.,中國電子集團控股有限公司,"Room 3403, 34th FloorChina Resources Building26 Harbour RoadWanchai, Hong Kong",Bermuda,"Design and sale of integrated circuits chips, and the development and management of electronic information technology industrial parks.",Information Technology - Semiconductors - Semiconductors (HSIC*),HKD,"2,029,872,000","30,000,000,000",HKD 0.0100,2000,25/7/1997,New
00086,SUN HUNG KAI CO,Sun Hung Kai & Co. Ltd.,新鴻基有限公司,"42nd Floor, The Lee Gardens33 Hysan AvenueCauseway BayHong Kong",Hong Kong,"Wealth management & brokerage, capital markets, asset management, consumer finance and principal investments.",Financials - Other Financials - Financing (HSIC*),HKD,"2,205,863,493",N/A,N/A,1000,3/10/1983,New
00087,SWIRE PACIFIC B,Swire Pacific Ltd. 'B',太古股份有限公司 'B',"33rd Floor, One Pacific Place88 QueenswayHong Kong",Hong Kong,"Property, aviation, beverages, marine services and trading & industrial.",Conglomerates - Conglomerates - Conglomerates (HSIC*),HKD,"2,995,220,000",N/A,N/A,2500,1/5/1973,New
00088,TAI CHEUNG HOLD,Tai Cheung Holdings Ltd.,大昌集團有限公司,20/F The Hong Kong Club Bldg3A Chater RoadCentralHong Kong,Bermuda,"Property investment and development, investment holding and property management.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"617,531,425","1,000,000,000",HKD 0.1000,1000,11/12/1972,New
00089,TAI SANG LAND,Tai Sang Land Development Ltd.,大生地產發展有限公司,11th FloorTai Sang Building130-132 Des Voeux Road CentralHong Kong,Hong Kong,"Property investment, property rental, property development, estate management and agency, hotel operation and restaurant operation.",Properties & Construction - Properties - Property Investment (HSIC*),HKD,"287,669,676",N/A,N/A,1000,21/2/1973,New
00090,AMBER ENERGY,Amber Energy Ltd.,琥珀能源有限公司,"Room 706, Albion Plaza2-6 Granville RoadTsimshatsuiKowloon, Hong Kong",Cayman Islands,"Development, operation and management of power plants fuelled by natural gas in the PRC.",Utilities - Utilities - Alternative/ Renewable Energy (HSIC*),HKD,"458,600,000","1,000,000,000",HKD 0.1000,2000,10/7/2009,New
00091,INT'L STD RES,International Standard Resources Holdings Ltd.,標準資源控股有限公司,"Unit E, 29/FTower B, Billion CentreNo 1 Wang Kwong RoadKowloon",Hong Kong,"Coalbed methane gas exploration and exploitation in the PRC, sale of electronic components and treasury which include securities trading and money lending.",Energy - Oil & Gas - Oil & Gas Producers (HSIC*),HKD,"5,818,470,705",N/A,N/A,50000,29/6/1981,New
00092,CHAMPION TECH,Champion Technology Holdings Ltd.,冠軍科技集團有限公司,"3rd Floor, Kantone Centre1 Ning Foo StreetChaiwan, Hong Kong",Bermuda,"Sales of cultural products, sales of goods and licensing and holding strategic investments in advanced technology product development companies and e-commerce projects.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"6,331,788,651","30,000,000,000",HKD 0.1000,2000,19/8/1992,New
00093,TERMBRAY IND,Termbray Industries International (Holdings) Ltd.,添利工業國際(集團)有限公司,Flat B 8/F Waylee Ind Centre30-38 Tsuen King CircuitTsuen Wan New TerritoriesHong Kong,Bermuda,Property investment and development.,Properties & Construction - Properties - Property Investment (HSIC*),HKD,"1,957,643,050","2,800,000,000",HKD 0.0800,2000,23/10/1991,New
00094,GREENHEART GP,Greenheart Group Ltd.,綠心集團有限公司,"Suites 1706-1710, 17/FDah Sing Financial Centre108 Gloucester RoadWanchai, Hong Kong",Bermuda,"Log harvesting, timber processing, marketing and sales of logs and timber products.",Materials - Basic Materials - Forestry & Timber (HSIC*),HKD,"1,486,169,506","15,000,000,000",HKD 0.0100,2000,21/6/1988,New
00095,LVGEM CHINA,LVGEM (China) Real Estate Investment Co. Ltd.,綠景（中國）地產投資有限公司,"1701-1703, 17/FDah Sing Financial Centre108 Gloucester RoadWanchai, Hong Kong",Cayman Islands,Property development and property investment in the PRC.,Properties & Construction - Properties - Property Development (HSIC*),HKD,"4,693,582,792","30,000,000,000",HKD 0.0100,4000,2/12/2005,New
00096,YUSEI,Yusei Holdings Ltd.,友成控股有限公司,"Unit 1, 9/FFortune Commercial Building362 Sha Tsui RoadTsuen Wan, N.T., Hong Kong",Cayman Islands,"Design, development and fabrication of plastic injection moulds and the manufacture of plastic components in the PRC.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"404,800,000","1,500,000,000",HKD 0.0100,2000,13/10/2005(Transferred from GEM on 15/12/2010),New
00097,HENDERSON INV,Henderson Investment Ltd.,恒基兆業發展有限公司,72-76/FTwo Int'l Finance Centre8 Finance StreetCentral Hong Kong,Hong Kong,"Investment holding, infrastructure and department store operation.",Consumer Services - Retailers - Department Stores (HSIC*),HKD,"3,047,327,395",N/A,N/A,1000,6/11/1972,New
00098,XINGFA ALUM,Xingfa Aluminium Holdings Ltd.,興發鋁業控股有限公司,"Unit No 5, 6th FloorWing On PlazaNo 62 Mody RoadKowloon, Hong Kong",Cayman Islands,Manufacture and sale of aluminium profiles.,Materials - Diversified Metals & Minerals - Aluminium (HSIC*),HKD,"418,000,000","1,000,000,000",HKD 0.0100,1000,31/3/2008,New
00099,WONG'S INT'L,Wong's International Holdings Ltd.,王氏國際集團有限公司,"17/FC-Bons International CenterNo 108 Wai Yip StreetKwun Tong, Kowloon, Hong Kong",Bermuda,"Development, manufacture, marketing and distribution of electronics products as well as property investment.",Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"478,483,794","700,000,000",HKD 0.1000,1000,15/12/1983,New
00100,CLEAR MEDIA,Clear Media Ltd.,白馬戶外媒體有限公司,"Room 1202, 12th FloorThe Lee Gardens33 Hysan AvenueCauseway Bay, Hong Kong",Bermuda,"Outdoor media sales which comprises the display of advertisements on bus shelters, unipoles and bus bodies.",Consumer Services - Media & Entertainment - Advertising & Marketing (HSIC*),HKD,"541,700,500","1,000,000,000",HKD 0.1000,1000,19/12/2001,New
00101,HANG LUNG PPT,Hang Lung Properties Ltd.,恒隆地產有限公司,28/FStandard Chartered Bank Bldg4 Des Voeux Road CentralHong Kong,Hong Kong,"Property investment for rental income, property development for sale and leasing, car park management and property management.",Properties & Construction - Properties - Property Investment (HSIC*),HKD,"4,497,175,670",N/A,N/A,1000,N/A,New
00102,SUMMIT ASCENT,Summit Ascent Holdings Ltd.,凱升控股有限公司,"Room 3701, 37/FThe Centrium60 Wyndham StreetCentral, Hong Kong",Bermuda,Trading of tiles and engineering operations products.,Properties & Construction - Construction - Construction Materials (HSIC*),HKD,"1,485,495,836","3,200,000,000",HKD 0.0250,2000,10/1/1994,New
00103,SHOUGANG CENT,Shougang Concord Century Holdings Ltd.,首長寶佳集團有限公司,5/F Bank of East AsiaHarbour View Centre51-57 Gloucester RoadWanchai Hong Kong,Hong Kong,Manufacturing of steel cords; and processing and trading of copper and brass products.,Materials - Diversified Metals & Minerals - Iron & Steel (HSIC*),HKD,"1,922,900,556",N/A,N/A,2000,9/4/1992,New
00104,ASIA COMM HOLD,Asia Commercial Holdings Ltd.,冠亞商業集團有限公司,19th Floor9 Des Voeux Road WestHong Kong,Bermuda,Trading and retailing of watches and property leasing.,"Consumer Goods - Textiles, Clothing & Personal Care - Jewellery & Timepieces (HSIC*)",HKD,"1,566,866,440","2,500,000,000",HKD 0.2000,5000,29/7/1987,New
00105,ASSO INT HOTELS,Associated International Hotels Ltd.,凱聯國際酒店有限公司,"9th Floor, iSQUARE63 Nathan RoadTsim Sha TsuiKowloon,Hong Kong",Hong Kong,Property investment and investment holding.,Properties & Construction - Properties - Property Investment (HSIC*),HKD,"360,000,000",N/A,N/A,2000,24/10/1985,New
00106,LANDSEA PPT,"Landsea Green Properties Co., Ltd.",朗詩綠色地產有限公司,"Unit 5103, 51st FloorThe Center99 Queen's Road CentralHong Kong",Bermuda,Property investment and property development and trading.,Properties & Construction - Properties - Property Development (HSIC*),HKD,"3,917,570,961","6,000,000,000",HKD 0.0100,4000,24/3/1986,New
00107,SICHUAN EXPRESS,Sichuan Expressway Co. Ltd. - H Shares,四川成渝高速公路股份有限公司 - H股,252 Wuhouci Da JieChengduSichuanPRC,PRC,"Investment holding, the construction, management and operation of expressways and a high-grade toll bridge, operation of gas stations along expressways and property development.","Industrials - Industrial Transportation - Railway & Tollroad Operation (HSIC*)                     
				Industrials (CSIC**)",HKD,"895,320,000",N/A,RMB 1.0000,2000,7/10/1997,New
00108,GR PROPERTIES,GR Properties Ltd.,國銳地產有限公司,"Suite 1603, 16/FWheelock House20 Pedder StreetCentral, Hong Kong",Hong Kong,Property investment and hotel management.,Properties & Construction - Properties - Property Investment (HSIC*),HKD,"897,420,738",N/A,N/A,2000,9/2/1973,New
00109,GOODRESOURCES,Good Resources Holdings Ltd.,天成國際集團控股有限公司,"Units 3310-3311, 33rd FloorWest Tower, Shun Tak Centre168-200 Connaught Road CentralSheung Wan, Hong Kong",Bermuda,Provision of investment and financial services.,Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"7,204,693,998","30,000,000,000",HKD 0.1000,10000,12/1/1998,New
00110,CHINA FORTUNE,China Fortune Holdings Ltd.,中國長遠控股有限公司,Room 1505-7  15th FloorTower A Regent Centre63 Wo Yi Hop RoadKwai Chung NT Hong Kong,Bermuda,"Distribution and trading of mobile phones and related accessories, development of marketing and after-sales service network and mining and processing of celestite, zinc and lead minerals.",Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"832,063,442","2,000,000,000",HKD 0.1000,2000,26/1/2004,New
00111,CINDA INTL HLDG,Cinda International Holdings Ltd.,信達國際控股有限公司,45th FloorCOSCO Tower183 Queen's Road CentralHong Kong,Bermuda,"Corporate finance, securities broking, commodities and futures broking, financial planning and insurance broking, asset management.",Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"641,205,600","1,000,000,000",HKD 0.1000,2000,1/8/2000,New
00112,LT COMM REALEST,LT Commercial Real Estate Ltd.,勒泰商業地產有限公司,"Units 5101-02 & 1351st Floor, The Center99 Queen's Road CentralCentral, Hong Kong",Hong Kong,Securities investments and financing.,Properties & Construction - Properties - Property Development (HSIC*),HKD,"338,765,987",N/A,N/A,2000,6/12/1972,New
00113,DICKSON CONCEPT,Dickson Concepts (International) Ltd.,迪生創建(國際)有限公司,4/F East Ocean Centre98 Granville RoadTsimshatsui EastKowloon Hong Kong,Bermuda,Trading of luxury goods.,"Consumer Goods - Textiles, Clothing & Personal Care - Other Accessories (HSIC*)",HKD,"380,451,745","518,000,000",HKD 0.3000,500,15/3/1973,New
